sent_1	sent_2	label	positive_1	positive_2	subsequence_1	subsequence_2
there is fiend in hell like Juan Murillo	We could doubt that justice , if belated , had come at last	neutral	True	True	True	True
it was	I can quite understand	neutral	True	True	True	True
he also was dissatisfied at the course of events	it was built	neutral	True	True	True	True
Our difficulties are over	"` ` You do mean that Baynes has got him ? """	neutral	True	True	True	True
I sprang out , they tried to drag me back , and had it not been for the help of this good man , who led me to the cab , I should had broken away .	it was really more than twelve	neutral	True	True	True	True
I could get my breath	the murderers were arrested	neutral	True	True	True	True
him harm	` ` I join in it because there is other way in the world by which justice can be gained .	neutral	True	True	True	True
there were times when my life hung in the balance	I am suspected	neutral	True	True	True	True
"Now , sir , I suggest that you take no notice of this addition to your audience , and that you proceed with your narrative exactly as you would have done had you been interrupted . """	my friend took step forward	neutral	True	True	True	True
the whole thing is a vision	it was	neutral	True	True	True	True
he was known in the days of his greatness	"Now , sir , I suggest that you take tice of this addition to your audience , and that you proceed with your narrative exactly as you would have done had you never been interrupted . """	neutral	True	True	True	True
you to commit yourself too far unless you are sure	I should have thought you had a nerve in your body	neutral	True	True	True	True
there is peace in life while his victims still cry for vengeance	I wondered , as I always did , how it had been obvious to me before .	neutral	True	True	True	True
their abstraction was the motive of the crime	He made remark , but the matter remained in his thoughts , for he stood in front of the fire afterwards with a thoughtful face , smoking his pipe , and casting an occasional glance at the message .	neutral	True	True	True	True
us say more about it	you proceed with your narrative exactly as you would have done had you been interrupted	neutral	True	True	True	True
this theory would work	your disturbance dates from the moment of your waking	neutral	True	True	True	True
I am convinced that you are on the right lines	` ` Never in my life have I been placed in such a situation .	neutral	True	True	True	True
you proceed with your narrative exactly as you would have done had you been interrupted	I am aware that in my whole life such a thing has happened before	neutral	True	True	True	True
there is other way in the world by which justice can be gained	you to present in that compact form which is dear to your heart	neutral	True	True	True	True
the deceased gentleman may have had valuables in the house	"To us there is fiend in hell like Juan Murillo , and peace in life while his victims still cry for vengeance . """	neutral	True	True	True	True
"I suppose the whole thing is a vision and a touch of nerves ? """	It was suggested , but proved , that the deceased gentleman may have had valuables in the house , and that their abstraction was the motive of the crime .	neutral	True	True	True	True
He is particularly intelligenta man likely to be congenial to a quick witted Latin .	I could not move a finger , get my breath , till it whisked away and was gone	neutral	True	True	True	True
