sent_1	sent_2	label	case	cue	common_cue	lexical_overlap	method	negated_scope	negation_scope
I followed the footsteps down the yew alley , I saw the spot at the moor-gate where he seemed to have waited , I remarked the change in the shape of the prints after that point , I noted that there were no other footsteps save those of Barrymore on the soft gravel , and finally I carefully examined the body , which had not been touched until my arrival .	there were no other footsteps save those of Barrymore on the soft gravel	entailment	c: a S clause	not	True	True	nep	False	
""" I can not understand , Barrymore , how you came to conceal this important information . """	I can not understand	entailment	c: a S clause	not	True	True	nep	False	
Save for this one excursion , he spent his days in long and often solitary walks , or in chatting with a number of village gossips whose acquaintance he had cultivated .	Save for this one excursion , he spent his days in long and often solitary walks , or in chatting with a number of village gossips whose acquaintance he had cultivated .	contradiction	b: cue-removed	save	False	True	nep	True	
""" I can swear to one thing , and that is that we have not been shadowed during the last two days ."	` I can swear to one thing	entailment	c: a S clause	not	True	True	nep	False	
Even though everyone tried to free Hera from the great trap , Hephaestus’ design was so clever that none could detach the ropes .	could detach the ropes	contradiction	a: within scope.	none	False	True	nep	True	
"Out I ran and through the shrubbery , but thank God there was no one there . """	I ran and through the shrubbery	entailment	c: a S clause	no	True	True	nep	False	
Well , I do not know that this place contains any secret which we have not already fathomed .	this place contains some secret which we have not already fathomed	contradiction	a: within scope.	not	True	True	nep	True	
We may take it , therefore , that the letter was composed by an educated man who wished to pose as an uneducated one , and his effort to conceal his own writing suggests that that writing might be known , or come to be known , by you .	We may take it , therefore , that the letter was composed by an educated man who wished to pose as an educated one , and his effort to conceal his own writing suggests that that writing might be known , or come to be known , by you .	contradiction	b: cue-removed	un-	False	True	nep	True	
""" I confess that I share Dr. Mortimer 's belief that it will not be long before the missing boot is found . """	I share Dr. Mortimer 's belief that it will be long before the missing boot is found	contradiction	b: cue-removed	not	True	True	nep	True	
""" They were tan boots and had never been varnished ."	` ` They were tan boots and had been varnished .	contradiction	b: cue-removed	never	True	True	nep	True	
Every effort was made by Inspector Baynes , who has the case in hand , to ascertain the hiding place of the fugitives , and he had good reason to believe that they had not gone far but were lurking in some retreat which had been already prepared .	he had good reason to believe that they had gone far but were lurking in some retreat which had been already prepared	contradiction	b: cue-removed	not	True	True	nep	True	
As it was I told him that my feelings towards his sister were such as I was not ashamed of , and that I hoped that she might honour me by becoming my wife .	As it was I told him that my feelings towards his sister were such as I was ashamed of , and that I hoped that she might honour me by becoming my wife .	contradiction	b: cue-removed	not	True	True	nep	True	
"And yet he would not so much as let me touch the tips of her fingers . """	me touch the tips of her fingers	contradiction	a: within scope.	not	True	True	nep	True	
I thought nothing of it at the time .	I thought of it at the time .	contradiction	b: cue-removed	nothing	False	True	nep	True	
There was no chance of finding footsteps in the mire , for the rising mud oozed swiftly in upon them , but as we at last reached firmer ground beyond the morass we all looked eagerly for them .	There was chance of finding footsteps in the mire , for the rising mud oozed swiftly in upon them , but as we at last reached firmer ground beyond the morass we all looked eagerly for them .	contradiction	b: cue-removed	no	True	True	nep	True	
Day succeeded day , and my friend took no step forward .	my friend took step forward	contradiction	a: within scope.	no	True	True	nep	True	
He jumped up when he heard my business , and I had my whistle to my lips to call a couple of river police , who were round the corner , but he seemed to have no heart in him , and he held out his hands quietly enough for the darbies .	he have heart in him	contradiction	a: within scope.	no	True	True	nep	True	
The woman 's disappearance counts for nothing , since in that extraordinary household any member of it might be invisible for a week .	in that extraordinary household some member of it might be visible for a week	contradiction	a: within scope.	in-	False	True	nep	True	
