premise	hypothesis	label	case	cue	common_cue	lexical_overlap	method	negated_scope
"Pray do not think it a liberty if I give you a word of friendly warning . """	"Pray do think it a liberty if I give you a word of friendly warning . """	contradiction	b: cue-removed	not	True	True	nep	True
It might not even now be too late to overtake him , so I set off at once in the direction of Merripit House .	It might even now be too late to overtake him , so I set off at once in the direction of Merripit House .	contradiction	b: cue-removed	not	True	True	nep	True
I must not stop , or my brother may miss me .	my brother may miss me	entailment	c: a S clause	not	True	True	nep	False
I am not sure that as a conscientious detective my first duty is not to arrest the whole household .	I am sure that as a conscientious detective my first duty is to arrest the whole household .	contradiction	b: cue-removed	not	True	True	nep	True
""" If matters came to a crisis I should endeavour to be present in person ; but you can understand that , with my extensive consulting practice and with the constant appeals which reach me from many quarters , it is impossible for me to be absent from London for an indefinite time ."	` If matters came to a crisis I should endeavour to be present in person	entailment	c: a S clause	im-	False	True	nep	False
""" And yet it was not entirely a question of imagination , "" I answered ."	it was entirely a question of imagination	contradiction	a: within scope.	not	True	True	nep	True
""" My word , it does not seem a very cheerful place , "" said the detective with a shiver , glancing round him at the gloomy slopes of the hill and at the huge lake of fog which lay over the Grimpen Mire ."	` My word , it does seem a very cheerful place	contradiction	b: cue-removed	not	True	True	nep	True
A lucky long shot of my revolver might have crippled him , but I had brought it only to defend myself if attacked and not to shoot an unarmed man who was running away .	A lucky long shot of my revolver might have crippled him , but I had brought it only to defend myself if attacked and not to shoot an armed man who was running away .	contradiction	b: cue-removed	un-	False	True	nep	True
I found myself weary and yet wakeful , tossing restlessly from side to side , seeking for the sleep which would not come .	myself weary and yet wakeful , tossing restlessly from side to side , seeking for the sleep which would come	contradiction	b: cue-removed	not	True	True	nep	True
Even now we have no clear case against this very wily man .	we have clear case against this very wily man	contradiction	a: within scope.	no	True	True	nep	True
"It is my experience that it is only an amiable man in this world who receives testimonials , only an unambitious one who abandons a London career for the country , and only an absent-minded one who leaves his stick and not his visiting-card after waiting an hour in your room . """	"It is my experience that it is only an amiable man in this world who receives testimonials , only an unambitious one who abandons a London career for the country , and only an absent minded one who leaves his stick and not his visiting card after waiting an hour in your room . """	entailment	c: a S clause	not	True	True	nep	False
""" There are a few gipsies and labouring folk for whom I can not answer , but among the farmers or gentry there is no one whose initials are those ."	mong the farmers or gentry there is one whose initials are those	contradiction	b: cue-removed	no	True	True	nep	True
Holmes sat in silence in the cab as we drove back to Baker Street , and I knew from his drawn brows and keen face that his mind , like my own , was busy in endeavouring to frame some scheme into which all these strange and apparently disconnected episodes could be fitted .	I knew from his drawn brows and keen face that his mind , like my own , was busy in endeavouring to frame some scheme into which all these strange and apparently connected episodes could be fitted	contradiction	b: cue-removed	dis-	False	True	nep	True
By thunder , if that chap can not find my missing boot there will be trouble .	that chap can find my missing boot	contradiction	a: within scope.	not	True	True	nep	True
