sent_1	sent_2	method	lexical_overlap	negated_scope
I do suppose I should have done so had I known this legend	"I do not suppose I should have done so had I not known this legend . """	swapped	False	False
Sherlock Holmes leaned back in his settee and blew little wavering rings of smoke up to the ceiling	I laughed incredulously as Sherlock Holmes leaned back in his settee and blew little wavering rings of smoke up to the ceiling .	swapped	False	False
that is your opinion	""" In your opinion there is a diabolical agency which makes Dartmoor an unsafe abode for a Baskervillethat is your opinion ? """	swapped	False	False
I promise you that I will mention the matter again	"I am justly reproved for what I feel was an unjustifiable intrusion , and I promise you that I will not mention the matter again . """	swapped	False	False
we should find a woman , and no ordinary woman , Watson	"What I did not foresee is that we should find a woman , and no ordinary woman , Watson . """	swapped	False	False
The fact is longer a secret	""" The fact is no longer a secret ."	swapped	False	False
We have proof that the person who came back was the person who went out	We have no proof that the person who came back was the person who went out .	swapped	False	False
Aboriginal speakers of these languages usually to inflex English nouns into their plural forms so they make sense afterall does not it ?	Aboriginal speakers of these languages usually fail to inflex English nouns into their plural forms so they make sense afterall does not it ?	swapped	False	False
it was a democracy again	Picasso had said that the painting should never return to Spain until it was a democracy again .	swapped	False	False
I do doubt that the affair will grow more intelligible	"If we wait a little , Watson , I do not doubt that the affair will grow more intelligible . """	swapped	False	False
